Vrus taxid	Host tax id	pmid	Evidence
12018	562		UniProt
12022	562		RefSeq
12027	562		UniProt
1216926	562	23516186	Literature
1229753	562		RefSeq
12353	562		"RefSeq, UniProt"
1237159	562		RefSeq
1237364	562		RefSeq
1239384	562		RefSeq
1258572	562		RefSeq
1273706	562		RefSeq
1340750	562		RefSeq
1340813	562		RefSeq
1340814	562		RefSeq
1391223	562		RefSeq
1391224	562		RefSeq
1395983	562	24269008	Literature
1414766	562		RefSeq
1416027	562		RefSeq
1416028	562		RefSeq
1416030	562		RefSeq
1416031	562		RefSeq
1436889	562		RefSeq
1458848	562		RefSeq
1468411	562		RefSeq
1495285	562		RefSeq
1498170	562		RefSeq
1498172	562		RefSeq
1508658	562		RefSeq
1519788	562		RefSeq
1527506	562		RefSeq
1527514	562		RefSeq
1540097	562		RefSeq
1540098	562		RefSeq
1541883	562		RefSeq
155148	562		"RefSeq, UniProt"
1555202	562		RefSeq
1567004	562		RefSeq
1567006	562		RefSeq
1567007	562		RefSeq
1567026	562		RefSeq
1567027	562		RefSeq
1567028	562		RefSeq
1567029	562		RefSeq
1567486	562		RefSeq
1572753	562		RefSeq
1572754	562		RefSeq
1598146	562		RefSeq
1604355	562		RefSeq
1604356	562		RefSeq
1649239	562		RefSeq
1649240	562		RefSeq
1655305	562		RefSeq
1720493	562		RefSeq
1720494	562		RefSeq
1720495	562		RefSeq
1720498	562		RefSeq
1720504	562		RefSeq
1755695	562		RefSeq
1788294	562		RefSeq
1815590	562		RefSeq
1837842	562		RefSeq
1837930	562		RefSeq
1837931	562		RefSeq
1852563	562		RefSeq
187764	562		RefSeq
1883200	562		RefSeq
1883202	562		RefSeq
1921008	562		RefSeq
196242	562		RefSeq
254397	562		RefSeq
29252	562		UniProt
293178	562		RefSeq
31533	562		UniProt
329381	562	21029436	Literature
329852	562		"RefSeq, UniProt"
329853	562		"RefSeq, UniProt"
329855	562		"RefSeq, UniProt"
344021	562		"RefSeq, UniProt"
344022	562		"RefSeq, UniProt"
355246	562		RefSeq
374840	562		RefSeq
374844	562		RefSeq
37554	562		"RefSeq, UniProt"
379329	562		RefSeq
39803	562		"RefSeq, UniProt"
40631	562		UniProt
414970	562		RefSeq
432198	562		RefSeq
432200	562		RefSeq
432201	562		RefSeq
451705	562		RefSeq
45406	562		UniProt
489828	562		RefSeq
489829	562		RefSeq
490103	562		RefSeq
491003	562		RefSeq
50948	562		RefSeq
511969	562		RefSeq
532074	562		RefSeq
532075	562		RefSeq
532076	562		RefSeq
624134	562		RefSeq
665033	562		"RefSeq, UniProt"
669008	562		RefSeq
669875	562	20875932	Literature
69608	562		UniProt
69609	562		UniProt
69610	562		UniProt
69612	562		UniProt
697227	562		RefSeq
698486	562	20006993	Literature
698487	562	20006993	Literature
698488	562		RefSeq
698489	562		RefSeq
698490	562		RefSeq
700939	562		RefSeq
709484	562	21029436	Literature
75723	562		UniProt
857277	562		RefSeq
906669	562		RefSeq
948870	562		RefSeq
977927	562		RefSeq
908819	996		RefSeq
1325731	96345		RefSeq
1792272	96345		RefSeq
1792273	96345		RefSeq
1792274	96345		RefSeq
1814280	96345		RefSeq
1814281	96345		RefSeq
1814282	96345		RefSeq
1814283	96345		RefSeq
1814284	96345		RefSeq
1814285	96345		RefSeq
1814286	96345		RefSeq
1814287	96345		RefSeq
1814288	96345		RefSeq
1640977	851		RefSeq
1100814	89053	21926218	Literature
1100814	410332	21926218	Literature
1647284	410332		RefSeq
1647285	410332		RefSeq
1647286	410332		RefSeq
1647470	410332		RefSeq
1647471	410332		RefSeq
1647472	410332		RefSeq
1838072	945692		RefSeq
1622193	36823		RefSeq
1100814	2055	21926218	Literature
1647474	2055		RefSeq
1647475	2055		RefSeq
1821549	2055		RefSeq
1821551	2055		RefSeq
1821552	2055		RefSeq
1821553	2055		RefSeq
1821554	2055		RefSeq
1821556	2055		RefSeq
1821557	2055		RefSeq
1821558	2055		RefSeq
1821559	2055		RefSeq
1821560	2055		RefSeq
1821561	2055		RefSeq
1821562	2055		RefSeq
1821563	2055		RefSeq
1821564	2055		RefSeq
1821565	2055		RefSeq
1821566	2055		RefSeq
1838061	2055		RefSeq
1838062	2055		RefSeq
1838063	2055		RefSeq
1838064	2055		RefSeq
1838065	2055		RefSeq
1838066	2055		RefSeq
1838067	2055		RefSeq
1838070	2055		RefSeq
1838071	2055		RefSeq
1838073	2055		RefSeq
1838074	2055		RefSeq
1838075	2055		RefSeq
1838077	2055		RefSeq
1838078	2055		RefSeq
1838079	2055		RefSeq
1838080	2055		RefSeq
1838081	2055	28057748	Literature
1838082	2055		RefSeq
1838083	2055		RefSeq
1838084	2055		RefSeq
1887641	2055		RefSeq
1887643	2055		RefSeq
1887644	2055		RefSeq
1887645	2055		RefSeq
1887646	2055		RefSeq
1887647	2055		RefSeq
1887648	2055		RefSeq
1887649	2055		RefSeq
1887650	2055		RefSeq
1887651	2055		RefSeq
1887652	2055		RefSeq
1887654	2055		RefSeq
1887655	2055		RefSeq
1887656	2055		RefSeq
319522	2055	22038604	Literature
981323	2055	21498753	Literature
10690	727		RefSeq
157239	727		RefSeq
483266	738		RefSeq
1154689	51589		RefSeq
1273750	51589		RefSeq
1273751	51589		RefSeq
128708	51589		"RefSeq, UniProt"
128710	51589		"RefSeq, UniProt"
326574	51589		RefSeq
710112	51589		RefSeq
1262528	28442		RefSeq
33771	64713		RefSeq
1154995	210		RefSeq
1204178	210		RefSeq
1208236	210		RefSeq
1654928	571		RefSeq
255431	571		RefSeq
1129147	573		RefSeq
1129191	573		RefSeq
1194091	573	"25001459, 25853484"	Literature
1206545	573	23936379	Literature
1236000	573		RefSeq
1439894	573		RefSeq
1481110	573		RefSeq
1610829	573		RefSeq
1610834	573		RefSeq
1610835	573		RefSeq
1647374	573		RefSeq
1671396	573		RefSeq
1675607	573		RefSeq
1675609	573		RefSeq
1701804	573		RefSeq
1701805	573		RefSeq
1719140	573		RefSeq
1747282	573		RefSeq
1796998	573		RefSeq
1852625	573		RefSeq
1852657	573		RefSeq
1873985	573		RefSeq
674081	573	"21327407, 25853484"	"Literature, RefSeq"
674082	573		RefSeq
707757	573		RefSeq
47049	580		RefSeq
755164	1580	20976608	Literature
12348	1584		UniProt
1399942	1584		RefSeq
1500733	1584		RefSeq
1500734	1584		RefSeq
1500735	1584		RefSeq
1567453	1613		RefSeq
1567484	1613		RefSeq
438780	1613	21111501	Literature
12417	1596		RefSeq
363555	1596		RefSeq
1206110	1587	23728811	Literature
578234	109790		RefSeq
1414736	1597		RefSeq
1739607	1597		RefSeq
1739608	1597		RefSeq
1739609	1597		RefSeq
1739610	1597		RefSeq
1739611	1597		RefSeq
39103	1597		RefSeq
1225794	1590		RefSeq
1225795	1590		RefSeq
235201	1590		RefSeq
298338	1590		RefSeq
146269	47715		RefSeq
496874	47715		RefSeq
1486423	1363		RefSeq
1698369	1363		RefSeq
114416	1358		RefSeq
1165134	1358		RefSeq
1165135	1358		RefSeq
1165136	1358		RefSeq
1165137	1358		RefSeq
1165138	1358		RefSeq
1165139	1358		RefSeq
1165140	1358		RefSeq
1165141	1358		RefSeq
1165142	1358		RefSeq
1165143	1358		RefSeq
1165144	1358		RefSeq
1165145	1358		RefSeq
1165146	1358		RefSeq
1165147	1358		RefSeq
1165148	1358		RefSeq
1165149	1358		RefSeq
1165150	1358		RefSeq
1165151	1358		RefSeq
1165152	1358		RefSeq
1165153	1358		RefSeq
1165154	1358		RefSeq
1165155	1358		RefSeq
1165156	1358		RefSeq
1165157	1358		RefSeq
1165158	1358		RefSeq
1165159	1358		RefSeq
1165160	1358		RefSeq
1165161	1358		RefSeq
1229751	1358		RefSeq
1414741	1358		RefSeq
1476886	1358		RefSeq
1476887	1358		RefSeq
1476888	1358		RefSeq
1476889	1358		RefSeq
1560313	1358		RefSeq
1862958	1358		RefSeq
1862959	1358		RefSeq
1862960	1358		RefSeq
1862961	1358		RefSeq
1862962	1358		RefSeq
1871678	1358		RefSeq
1871681	1358		RefSeq
1871687	1358		RefSeq
1871690	1358		RefSeq
201846	1358		RefSeq
213769	1358		RefSeq
213775	1358		RefSeq
254253	1358		RefSeq
287412	1358		RefSeq
31532	1358		"RefSeq, UniProt"
31537	1358		RefSeq
31754	1358		RefSeq
35241	1358		"RefSeq, UniProt"
35345	1358		RefSeq
354260	1358		RefSeq
374525	1358		RefSeq
374526	1358		RefSeq
374527	1358		RefSeq
374529	1358		RefSeq
382685	1358		RefSeq
388452	1358		RefSeq
475178	1358		RefSeq
494269	1358		RefSeq
503388	1358		RefSeq
63118	1358		RefSeq
641487	1358		RefSeq
665883	1358		RefSeq
665884	1358		RefSeq
665886	1358		RefSeq
665887	1358		RefSeq
741942	1358		RefSeq
881953	1358		RefSeq
434346	1184		RefSeq
1262518	1245		RefSeq
1262519	1245		RefSeq
1262521	1245		RefSeq
1262523	1245		RefSeq
745088	1245	20118355	Literature
1262515	33968		RefSeq
1262516	33968		RefSeq
1262517	33968		RefSeq
1262520	33968		RefSeq
1262522	33968		RefSeq
1168744	1639		RefSeq
1173764	1639	24837381	Literature
1173765	1639		RefSeq
1173766	1639	24837381	Literature
1458853	1639		RefSeq
1458855	1639	24837381	Literature
1458856	1639	24837381	Literature
1486397	1639		RefSeq
1486413	1639		RefSeq
1486414	1639		RefSeq
1486419	1639		RefSeq
1486421	1639		RefSeq
1486422	1639		RefSeq
1541821	1639		RefSeq
1591072	1639		RefSeq
1591073	1639		RefSeq
171618	1639		RefSeq
181007	1639		RefSeq
330395	1639		RefSeq
330396	1639	27533034	CRISPR
330396	1639		RefSeq
330397	1639		RefSeq
330398	1639		RefSeq
330399	1639	27533034	CRISPR
330399	1639		RefSeq
40521	1639		"RefSeq, UniProt"
40522	1639		"RefSeq, UniProt"
40523	1639		"RefSeq, UniProt"
1182515	75985		RefSeq
1572743	75985		RefSeq
1572744	75985		RefSeq
1572745	75985		RefSeq
1572747	75985		RefSeq
1572750	75985		RefSeq
376820	75985		RefSeq
376821	75985		RefSeq
390978	75985	27533034	CRISPR
390978	75985		RefSeq
1527771	381		RefSeq
77048	145262		RefSeq
1458670	82380		RefSeq
1357715	1126		RefSeq
526118	582		RefSeq
88870	1764		RefSeq
1690684	1771		RefSeq
1245814	1772		RefSeq
1262532	1772		RefSeq
1327947	1772		RefSeq
1327948	1772		RefSeq
1327949	1772		RefSeq
1327950	1772		RefSeq
1327952	1772		RefSeq
1458726	1772		RefSeq
1458841	1772		RefSeq
148603	1772		RefSeq
1498190	1772		RefSeq
1675548	1772		RefSeq
1675549	1772		RefSeq
1675553	1772		RefSeq
1675554	1772		RefSeq
1675555	1772		RefSeq
1873696	1772		RefSeq
205868	1772		RefSeq
205869	1772		RefSeq
205870	1772		RefSeq
205872	1772		RefSeq
205874	1772		RefSeq
205875	1772		RefSeq
205876	1772		RefSeq
205877	1772		"RefSeq, UniProt"
205879	1772		RefSeq
205880	1772		RefSeq
373403	1772		RefSeq
373404	1772		RefSeq
373406	1772		RefSeq
373408	1772		RefSeq
373409	1772		RefSeq
373410	1772		RefSeq
373411	1772		RefSeq
373412	1772		RefSeq
373413	1772		RefSeq
373414	1772		RefSeq
439809	1772		RefSeq
480808	1772		RefSeq
543152	1772		RefSeq
543153	1772		RefSeq
685506	1772		RefSeq
88870	1772		RefSeq
938131	1772		RefSeq
1327947	1773		RefSeq
1327948	1773		RefSeq
1327949	1773		RefSeq
1327950	1773		RefSeq
1327952	1773		RefSeq
28369	1773		RefSeq
373405	1773		RefSeq
45764	1773		RefSeq
205877	1810		UniProt
75590	2111		RefSeq
35238	2107		RefSeq
49964	34		RefSeq
114777	13769		RefSeq
1100814	1824	21926218	Literature
1109711	37326		RefSeq
981323	37326	21498753	Literature
1100814	37330	21926218	Literature
981323	1823	21498753	Literature
1432847	1247		RefSeq
1432848	1247		RefSeq
1435411	1247	23994162	Literature
440576	1247		RefSeq
1411681	1274374		RefSeq
754053	59843		RefSeq
1337877	1464		RefSeq
1589749	1464		RefSeq
1589750	1464	26089405	"Literature, RefSeq"
1589751	1464	26089405	"Literature, RefSeq"
1589752	1464		RefSeq
1589753	1464		RefSeq
1589754	1464		RefSeq
1589755	1464	26089405	"Literature, RefSeq"
1636255	1464		RefSeq
1636257	1464		RefSeq
1636261	1464		RefSeq
1636263	1464		RefSeq
1718161	1464		RefSeq
881915	549		RefSeq
943335	549		RefSeq
1655644	823		RefSeq
342564	747		RefSeq
1127516	554		RefSeq
1108070	51663	22564705	Literature
382273	1219		RefSeq
382275	1219		RefSeq
536454	1219		RefSeq
1229782	1747		RefSeq
1229784	1747		RefSeq
1229786	1747		RefSeq
1229787	1747		RefSeq
1229788	1747		RefSeq
1229789	1747		RefSeq
1229790	1747		RefSeq
1229791	1747		RefSeq
1229792	1747		RefSeq
1229793	1747		RefSeq
1229794	1747		RefSeq
1235645	1747		RefSeq
1235646	1747		RefSeq
1235647	1747		RefSeq
1235648	1747		RefSeq
1235649	1747		RefSeq
1235650	1747		RefSeq
1235651	1747		RefSeq
1235652	1747		RefSeq
1235653	1747		RefSeq
1235654	1747		RefSeq
1235655	1747		RefSeq
1235656	1747		RefSeq
1235657	1747		RefSeq
1498188	1747		RefSeq
1500798	1747		RefSeq
1500799	1747		RefSeq
1500800	1747		RefSeq
1500801	1747		RefSeq
1500802	1747		RefSeq
1500803	1747		RefSeq
1500804	1747		RefSeq
1500805	1747		RefSeq
1500806	1747		RefSeq
1500807	1747		RefSeq
1500808	1747		RefSeq
1500809	1747		RefSeq
1500810	1747		RefSeq
1500811	1747		RefSeq
1500812	1747		RefSeq
1500813	1747		RefSeq
1500814	1747		RefSeq
1500815	1747		RefSeq
1500816	1747		RefSeq
1500817	1747		RefSeq
1500818	1747		RefSeq
1500819	1747		RefSeq
1500820	1747		RefSeq
1500821	1747		RefSeq
1500822	1747		RefSeq
1500823	1747		RefSeq
1500824	1747		RefSeq
1500825	1747		RefSeq
1500826	1747		RefSeq
1500827	1747		RefSeq
1500828	1747		RefSeq
1500829	1747		RefSeq
1500830	1747		RefSeq
1500831	1747		RefSeq
1500832	1747		RefSeq
1654740	1747		RefSeq
1654780	1747		RefSeq
1654781	1747		RefSeq
1654782	1747		RefSeq
1655012	1747		RefSeq
1655014	1747		RefSeq
1655015	1747		RefSeq
1655016	1747		RefSeq
1655017	1747		RefSeq
1655018	1747		RefSeq
1655019	1747		RefSeq
1655020	1747		RefSeq
1655021	1747		RefSeq
1655022	1747		RefSeq
1655023	1747		RefSeq
1690805	1747		RefSeq
1747271	1747		RefSeq
376758	1747		RefSeq
504501	1747	21504575	Literature
504553	1747	21504575	Literature
1838137	1744		RefSeq
1838138	1744		RefSeq
189836	1744		RefSeq
10658	584		UniProt
1357704	584		RefSeq
1560282	584		RefSeq
1560283	584		RefSeq
1560284	584		RefSeq
1567485	584		RefSeq
1636249	584		RefSeq
1636250	584		RefSeq
1874539	288		RefSeq
1366055	161398		RefSeq
10658	287		UniProt
10708	287		"RefSeq, UniProt"
10871	287		"RefSeq, UniProt"
10872	287		"RefSeq, UniProt"
1129145	287		RefSeq
1129146	287		RefSeq
1141525	287		RefSeq
1141526	287		RefSeq
1158680	287		RefSeq
1158721	287		RefSeq
1175653	287		RefSeq
1175654	287		RefSeq
1175655	287		RefSeq
1175657	287		RefSeq
1175659	287		RefSeq
1175662	287		RefSeq
1175663	287		RefSeq
1191380	287		RefSeq
12023	287		"RefSeq, UniProt"
1204542	287		RefSeq
1223259	287	27533034	CRISPR
1223261	287	27533034	CRISPR
1229675	287		RefSeq
1231048	287		RefSeq
1234701	287		RefSeq
1262514	287		RefSeq
1327768	287		RefSeq
1406974	287		RefSeq
1429758	287		RefSeq
1449437	287		RefSeq
1450169	287		RefSeq
1453336	287		RefSeq
1462608	287		"RefSeq, UniProt"
1476390	287		RefSeq
1476391	287		RefSeq
1481224	287		RefSeq
1527525	287		RefSeq
1536596	287		RefSeq
1542090	287		RefSeq
1542092	287		RefSeq
1548900	287		RefSeq
1548901	287		RefSeq
1548902	287		RefSeq
1548903	287		RefSeq
1548904	287		RefSeq
1548905	287		RefSeq
1548906	287		RefSeq
1548907	287		RefSeq
1548908	287		RefSeq
1548909	287		RefSeq
1548910	287		RefSeq
1548911	287		RefSeq
1548912	287		RefSeq
1548913	287		RefSeq
1548914	287		RefSeq
1548915	287		RefSeq
1548916	287		RefSeq
1548917	287		RefSeq
1548918	287		RefSeq
1566995	287		RefSeq
1589273	287		RefSeq
1636189	287		RefSeq
1639814	287		RefSeq
1639815	287		RefSeq
1678082	287		UniProt
169683	287		"RefSeq, UniProt"
1718273	287		RefSeq
1735586	287		RefSeq
1743016	287		RefSeq
1754217	287		RefSeq
1755689	287		RefSeq
1815957	287		RefSeq
1837850	287		RefSeq
1868596	287		RefSeq
204270	287	16980495	Literature
270673	287		RefSeq
273133	287		RefSeq
280701	287		RefSeq
31535	287		"RefSeq, UniProt"
347324	287		RefSeq
347325	287		RefSeq
347326	287		RefSeq
347327	287		RefSeq
347328	287		RefSeq
347329	287		RefSeq
35343	287		RefSeq
386792	287	16980495	Literature
389469	287		RefSeq
462590	287		"RefSeq, UniProt"
476523	287		RefSeq
